id,name,english,source,rarity
149,F Lost Catspaw Staff,F Lost Catspaw Staff,mhxx-dex-1.0,6
150,F Lagia Anchor S,F Lagia Anchor S,mhxx-dex-1.0,6
151,F Scorched Whiskers,F Scorched Whiskers,mhxx-dex-1.0,6
152,F Lightning Spear,F Lightning Spear,mhxx-dex-1.0,6
153,F Ginormews Staff,F Ginormews Staff,mhxx-dex-1.0,6
154,F Crimson Parasol,F Crimson Parasol,mhxx-dex-1.0,6
155,F Barioth Knife,F Barioth Knife,mhxx-dex-1.0,6
156,F Blazing Blade,F Blazing Blade,mhxx-dex-1.0,6
157,F Mewsurper's Roar,F Mewsurper's Roar,mhxx-dex-1.0,6
158,F Grav Bazooka,F Grav Bazooka,mhxx-dex-1.0,6
159,F Katzenfunzel,F Katzenfunzel,mhxx-dex-1.0,6
160,F Tigrex Whammer S,F Tigrex Whammer S,mhxx-dex-1.0,6
161,F Seltas Drill,F Seltas Drill,mhxx-dex-1.0,6
162,F Agnaktor Lance,F Agnaktor Lance,mhxx-dex-1.0,6
163,F Duram Axe,F Duram Axe,mhxx-dex-1.0,6
164,F Kirin Bolt,F Kirin Bolt,mhxx-dex-1.0,6
165,F Golden Gadget,F Golden Gadget,mhxx-dex-1.0,6
166,F Vangis Mace,F Vangis Mace,mhxx-dex-1.0,6
167,F Kut-Ku Cutter R,F Kut-Ku Cutter R,mhxx-dex-1.0,6
168,F Kecha Harrow R,F Kecha Harrow R,mhxx-dex-1.0,6
169,F Gypceros Ankh R,F Gypceros Ankh R,mhxx-dex-1.0,6
170,F Cabra Pounder R,F Cabra Pounder R,mhxx-dex-1.0,6
171,F Daimyo Shears R,F Daimyo Shears R,mhxx-dex-1.0,6
172,F Ludroth Paw R,F Ludroth Paw R,mhxx-dex-1.0,6
173,F Jester Parasol R,F Jester Parasol R,mhxx-dex-1.0,6
174,F Zamtrios Paw R,F Zamtrios Paw R,mhxx-dex-1.0,6
175,F Khezu Whaccine R,F Khezu Whaccine R,mhxx-dex-1.0,6
176,F Rathian Rapier R,F Rathian Rapier R,mhxx-dex-1.0,6
177,F Nibel Blammer R,F Nibel Blammer R,mhxx-dex-1.0,6
178,F Plesioth Board R,F Plesioth Board R,mhxx-dex-1.0,6
179,F Blango Spear R,F Blango Spear R,mhxx-dex-1.0,6
180,F Quest Book S,F Quest Book S,mhxx-dex-1.0,7
181,F Kokoto Beer S,F Kokoto Beer S,mhxx-dex-1.0,7
182,F Pokke Mop S,F Pokke Mop S,mhxx-dex-1.0,7
183,F Yukumo Fan S,F Yukumo Fan S,mhxx-dex-1.0,7
184,F Guildcalibur,F Guildcalibur,mhxx-dex-1.0,7
185,F Dragon Evertones,F Dragon Evertones,mhxx-dex-1.0,7
186,F Barrel Mallet,F Barrel Mallet,mhxx-dex-1.0,7
187,F Dirty Blade,F Dirty Blade,mhxx-dex-1.0,7
188,F Meowsketeer Rapier,F Meowsketeer Rapier,mhxx-dex-1.0,7
189,F Master's Blade,F Master's Blade,mhxx-dex-1.0,7
190,F Derring Lance S,F Derring Lance S,mhxx-dex-1.0,7
191,F Seregios Edge S,F Seregios Edge S,mhxx-dex-1.0,7
192,F Diablos Hammer,F Diablos Hammer,mhxx-dex-1.0,7
193,F Brachy Wallop,F Brachy Wallop,mhxx-dex-1.0,7
194,F Le Chatphrodite,F Le Chatphrodite,mhxx-dex-1.0,7
195,F Silverwing Sword,F Silverwing Sword,mhxx-dex-1.0,7
196,F White Felyne Staff,F White Felyne Staff,mhxx-dex-1.0,7
197,F Polaris Sword,F Polaris Sword,mhxx-dex-1.0,7
198,F Lava Mace R,F Lava Mace R,mhxx-dex-1.0,7
199,F Ceanataur Cutter R,F Ceanataur Cutter R,mhxx-dex-1.0,7
200,F Narga Shuriken R,F Narga Shuriken R,mhxx-dex-1.0,7
201,F Naja Pungi R,F Naja Pungi R,mhxx-dex-1.0,7
202,F Garuga Fan R,F Garuga Fan R,mhxx-dex-1.0,7
203,F Uragaan Iron R,F Uragaan Iron R,mhxx-dex-1.0,7
204,F Seltas Drill R,F Seltas Drill R,mhxx-dex-1.0,7
205,F Rathalos Blade R,F Rathalos Blade R,mhxx-dex-1.0,7
206,F Lagia Anchor R,F Lagia Anchor R,mhxx-dex-1.0,7
207,F Mewsurper's Peal R,F Mewsurper's Peal R,mhxx-dex-1.0,7
208,F Kushala Wand S,F Kushala Wand S,mhxx-dex-1.0,7
209,F Genie Breath S,F Genie Breath S,mhxx-dex-1.0,7
210,F Kaiser Mace S,F Kaiser Mace S,mhxx-dex-1.0,7
211,F Akantor Sword,F Akantor Sword,mhxx-dex-1.0,7
212,F Ukanlos Shovel,F Ukanlos Shovel,mhxx-dex-1.0,7
213,F Cursed Cloud,F Cursed Cloud,mhxx-dex-1.0,7
214,F Escador Scythe,F Escador Scythe,mhxx-dex-1.0,7
215,F Mizutsune Parasol R,F Mizutsune Parasol R,mhxx-dex-1.0,7
216,F Astalos Spear R,F Astalos Spear R,mhxx-dex-1.0,7
217,F Enormews Staff R,F Enormews Staff R,mhxx-dex-1.0,7
218,F Scorching Blade R,F Scorching Blade R,mhxx-dex-1.0,7
219,F Agnaktor Lance R,F Agnaktor Lance R,mhxx-dex-1.0,7
220,F Katzenlampe R,F Katzenlampe R,mhxx-dex-1.0,7
221,F Seregios Edge R,F Seregios Edge R,mhxx-dex-1.0,7
222,F Duram Axe R,F Duram Axe R,mhxx-dex-1.0,7
223,F Tigrex Whammer R,F Tigrex Whammer R,mhxx-dex-1.0,7
224,F Brachy Punch R,F Brachy Punch R,mhxx-dex-1.0,7
225,F Golden Gadget R,F Golden Gadget R,mhxx-dex-1.0,7
226,F Deviljho Mace R,F Deviljho Mace R,mhxx-dex-1.0,7
227,F Bone Wedge X,F Bone Wedge X,mhxx-dex-1.0,8
228,F Bherna Staff X,F Bherna Staff X,mhxx-dex-1.0,8
229,F Eltalite Wedge,F Eltalite Wedge,mhxx-dex-1.0,8
230,F Giant Acorn X,F Giant Acorn X,mhxx-dex-1.0,8
231,F Vprey Wedge X,F Vprey Wedge X,mhxx-dex-1.0,8
232,F Barrel Basher X,F Barrel Basher X,mhxx-dex-1.0,8
233,F Gourmet Cheese X,F Gourmet Cheese X,mhxx-dex-1.0,8
234,F Moofah Cotton X,F Moofah Cotton X,mhxx-dex-1.0,8
235,F Deluxe BBQ,F Deluxe BBQ,mhxx-dex-1.0,8
236,F Fish Stick X,F Fish Stick X,mhxx-dex-1.0,8
237,F Smorgasbord,F Smorgasbord,mhxx-dex-1.0,8
238,F Bushwhacker X,F Bushwhacker X,mhxx-dex-1.0,8
239,F Paw Punch X,F Paw Punch X,mhxx-dex-1.0,8
240,F Eltalite Sword,F Eltalite Sword,mhxx-dex-1.0,8
241,F Bone Hammer X,F Bone Hammer X,mhxx-dex-1.0,8
242,F Alta Net X,F Alta Net X,mhxx-dex-1.0,8
243,F Bnaha Dagger X,F Bnaha Dagger X,mhxx-dex-1.0,8
244,F Jaggi Knife X,F Jaggi Knife X,mhxx-dex-1.0,8
245,F Rheno Hammer X,F Rheno Hammer X,mhxx-dex-1.0,8
246,F Slagtoth Leaf X,F Slagtoth Leaf X,mhxx-dex-1.0,8
247,F Maccao Dagger X,F Maccao Dagger X,mhxx-dex-1.0,8
248,F Vprey Bayonet X,F Vprey Bayonet X,mhxx-dex-1.0,8
249,F Bulldrome Tusk X,F Bulldrome Tusk X,mhxx-dex-1.0,8
250,F Arzuros Mace X,F Arzuros Mace X,mhxx-dex-1.0,8
251,F Giaprey Bayonet X,F Giaprey Bayonet X,mhxx-dex-1.0,8
252,F Genprey Bayonet X,F Genprey Bayonet X,mhxx-dex-1.0,8
253,F Lagombi Staff X,F Lagombi Staff X,mhxx-dex-1.0,8
254,F Cephalos Brush X,F Cephalos Brush X,mhxx-dex-1.0,8
255,F Kut-Ku Cutter X,F Kut-Ku Cutter X,mhxx-dex-1.0,8
256,F Gypceros Glare X,F Gypceros Glare X,mhxx-dex-1.0,8
257,F Cabra Pounder X,F Cabra Pounder X,mhxx-dex-1.0,8
258,F Daimyo Shears X,F Daimyo Shears X,mhxx-dex-1.0,8
259,F Ludroth Paw X,F Ludroth Paw X,mhxx-dex-1.0,8
260,F Kecha Harrow X,F Kecha Harrow X,mhxx-dex-1.0,8
261,F Kokoto Beer X,F Kokoto Beer X,mhxx-dex-1.0,9
262,F Yukumo Fan X,F Yukumo Fan X,mhxx-dex-1.0,9
263,F Bell Rod X,F Bell Rod X,mhxx-dex-1.0,9
264,F Yian Kut-Ku Cackle,F Yian Kut-Ku Cackle,mhxx-dex-1.0,9
265,F Bulldrome Rrrumble,F Bulldrome Rrrumble,mhxx-dex-1.0,9
266,F Sacred Titan Dance,F Sacred Titan Dance,mhxx-dex-1.0,9
267,F Venombee Bat X,F Venombee Bat X,mhxx-dex-1.0,9
268,F Mosgharl Broom X,F Mosgharl Broom X,mhxx-dex-1.0,9
269,F Real Catetsu Blade,F Real Catetsu Blade,mhxx-dex-1.0,9
270,F Marauder Warhammer,F Marauder Warhammer,mhxx-dex-1.0,9
271,F Finder's Loupe,F Finder's Loupe,mhxx-dex-1.0,9
272,F Ioprey Bayonet X,F Ioprey Bayonet X,mhxx-dex-1.0,9
273,F Volvi Lantern X,F Volvi Lantern X,mhxx-dex-1.0,9
274,F Basarios Axe X,F Basarios Axe X,mhxx-dex-1.0,9
275,F Conga Cymbals X,F Conga Cymbals X,mhxx-dex-1.0,9
276,F Barroth Mace X,F Barroth Mace X,mhxx-dex-1.0,9
277,F Khezu Whaccine X,F Khezu Whaccine X,mhxx-dex-1.0,9
278,F Nibel Blammer X,F Nibel Blammer X,mhxx-dex-1.0,9
279,F Slumbering Archduke,F Slumbering Archduke,mhxx-dex-1.0,9
280,F Swiftblur Rapier,F Swiftblur Rapier,mhxx-dex-1.0,9
281,F Blango Spear X,F Blango Spear X,mhxx-dex-1.0,9
282,F Ceanataur Cutter X,F Ceanataur Cutter X,mhxx-dex-1.0,9
283,F Scylla Wedge X,F Scylla Wedge X,mhxx-dex-1.0,9
284,F Naja Pungi X,F Naja Pungi X,mhxx-dex-1.0,9
285,F Narga Shuriken X,F Narga Shuriken X,mhxx-dex-1.0,9
286,F Zamtrios Paw X,F Zamtrios Paw X,mhxx-dex-1.0,9
287,F Plesioth Board X,F Plesioth Board X,mhxx-dex-1.0,9
288,F Kut-Ku Cutter XR,F Kut-Ku Cutter XR,mhxx-dex-1.0,9
289,F Kecha Harrow XR,F Kecha Harrow XR,mhxx-dex-1.0,9
290,F Gypceros Glare XR,F Gypceros Glare XR,mhxx-dex-1.0,9
291,F Cabra Pounder XR,F Cabra Pounder XR,mhxx-dex-1.0,9
292,F Daimyo Shears XR,F Daimyo Shears XR,mhxx-dex-1.0,9
293,F Ludroth Paw XR,F Ludroth Paw XR,mhxx-dex-1.0,9
294,F Quest Book X,F Quest Book X,mhxx-dex-1.0,9
295,F Derring Lance X,F Derring Lance X,mhxx-dex-1.0,9
296,F Barrel Hammer,F Barrel Hammer,mhxx-dex-1.0,9
297,F Snoozy Moofy Plush,F Snoozy Moofy Plush,mhxx-dex-1.0,9
298,F Wood Chopper X,F Wood Chopper X,mhxx-dex-1.0,9
299,F Mycetic Rod,F Mycetic Rod,mhxx-dex-1.0,9
300,F DeathStench Scythe X,F DeathStench Scythe X,mhxx-dex-1.0,9
301,F Fine Catspaw Staff,F Fine Catspaw Staff,mhxx-dex-1.0,9
302,F Slumbral Moofy Plush,F Slumbral Moofy Plush,mhxx-dex-1.0,9
303,F Garuga Fan X,F Garuga Fan X,mhxx-dex-1.0,9
304,F Uragaan Iron X,F Uragaan Iron X,mhxx-dex-1.0,9
305,F Lava Mace X,F Lava Mace X,mhxx-dex-1.0,9
306,F Lagia Anchor X,F Lagia Anchor X,mhxx-dex-1.0,9
307,F Novaslice Whiskers,F Novaslice Whiskers,mhxx-dex-1.0,9
308,F St. Elmo's Javelin,F St. Elmo's Javelin,mhxx-dex-1.0,9
309,F Ginormewsest Staff,F Ginormewsest Staff,mhxx-dex-1.0,9
310,F Crimson Sky Parasol,F Crimson Sky Parasol,mhxx-dex-1.0,9
311,F Barioth Knife X,F Barioth Knife X,mhxx-dex-1.0,9
312,F Charring Blade,F Charring Blade,mhxx-dex-1.0,9
313,F Mewsurper's Yowl,F Mewsurper's Yowl,mhxx-dex-1.0,9
314,F Grav Bazooka X,F Grav Bazooka X,mhxx-dex-1.0,9
315,F Katzenseele,F Katzenseele,mhxx-dex-1.0,9
316,F Tigrex Whammer X,F Tigrex Whammer X,mhxx-dex-1.0,9
317,F Seltas Drill X,F Seltas Drill X,mhxx-dex-1.0,9
318,F Kirin Bolt Maximus,F Kirin Bolt Maximus,mhxx-dex-1.0,9
319,F Sealed Drgn Halberd,F Sealed Drgn Halberd,mhxx-dex-1.0,9
320,F Basarios Axe XR,F Basarios Axe XR,mhxx-dex-1.0,9
321,F Conga Cymbals XR,F Conga Cymbals XR,mhxx-dex-1.0,9
322,F Barroth Mace XR,F Barroth Mace XR,mhxx-dex-1.0,9
323,F Khezu Whaccine XR,F Khezu Whaccine XR,mhxx-dex-1.0,9
324,F Nibel Blammer XR,F Nibel Blammer XR,mhxx-dex-1.0,9
325,F Jester Parasol XR,F Jester Parasol XR,mhxx-dex-1.0,9
326,F Rathian Rapier XR,F Rathian Rapier XR,mhxx-dex-1.0,9
327,F Blango Spear XR,F Blango Spear XR,mhxx-dex-1.0,9
328,F Ceanataur Cutter XR,F Ceanataur Cutter XR,mhxx-dex-1.0,9
329,F Scylla Wedge XR,F Scylla Wedge XR,mhxx-dex-1.0,9
330,F Naja Pungi XR,F Naja Pungi XR,mhxx-dex-1.0,9
331,F Narga Shuriken XR,F Narga Shuriken XR,mhxx-dex-1.0,9
332,F Zamtrios Paw XR,F Zamtrios Paw XR,mhxx-dex-1.0,9
333,F Plesioth Board XR,F Plesioth Board XR,mhxx-dex-1.0,9
334,F Guildcalibur X,F Guildcalibur X,mhxx-dex-1.0,10
335,F Dragon Forevertones,F Dragon Forevertones,mhxx-dex-1.0,10
336,F Pro Dirty Blade,F Pro Dirty Blade,mhxx-dex-1.0,10
337,F Meowsketeer Espada,F Meowsketeer Espada,mhxx-dex-1.0,10
338,F Legend Blade,F Legend Blade,mhxx-dex-1.0,10
339,F Miaownifique,F Miaownifique,mhxx-dex-1.0,10
340,F Purrlissimo,F Purrlissimo,mhxx-dex-1.0,10
341,F Agnaktor Lance X,F Agnaktor Lance X,mhxx-dex-1.0,10
342,F Duram Axe X,F Duram Axe X,mhxx-dex-1.0,10
343,F Seregios Edge X,F Seregios Edge X,mhxx-dex-1.0,10
344,F Diablos Hammer X,F Diablos Hammer X,mhxx-dex-1.0,10
345,F Brachydios Smash,F Brachydios Smash,mhxx-dex-1.0,10
346,F La Venyasss,F La Venyasss,mhxx-dex-1.0,10
347,F Dragon Comet,F Dragon Comet,mhxx-dex-1.0,10
348,F Golden Gadget X,F Golden Gadget X,mhxx-dex-1.0,10
349,F Vangis Mace X,F Vangis Mace X,mhxx-dex-1.0,10
350,F Fischfleisch,F Fischfleisch,mhxx-dex-1.0,10
351,F Kushala Wand X,F Kushala Wand X,mhxx-dex-1.0,10
352,F Genie Breath X,F Genie Breath X,mhxx-dex-1.0,10
353,F Kaiser Mace X,F Kaiser Mace X,mhxx-dex-1.0,10
354,F White Felyne Scepter,F White Felyne Scepter,mhxx-dex-1.0,10
355,F Polaris Clawsword,F Polaris Clawsword,mhxx-dex-1.0,10
356,F Engraved Staff,F Engraved Staff,mhxx-dex-1.0,10
357,F Garuga Fan XR,F Garuga Fan XR,mhxx-dex-1.0,10
358,F Uragaan Iron XR,F Uragaan Iron XR,mhxx-dex-1.0,10
359,F Lava Mace XR,F Lava Mace XR,mhxx-dex-1.0,10
360,F Lagia Anchor XR,F Lagia Anchor XR,mhxx-dex-1.0,10
361,F Scorching Blade XR,F Scorching Blade XR,mhxx-dex-1.0,10
362,F Astalos Spear XR,F Astalos Spear XR,mhxx-dex-1.0,10
363,F Enormews Staff XR,F Enormews Staff XR,mhxx-dex-1.0,10
364,F Mizutsune Parasol XR,F Mizutsune Parasol XR,mhxx-dex-1.0,10
365,F Barioth Knife XR,F Barioth Knife XR,mhxx-dex-1.0,10
366,F Rathalos Blade XR,F Rathalos Blade XR,mhxx-dex-1.0,10
367,F Mewsurper's Peal XR,F Mewsurper's Peal XR,mhxx-dex-1.0,10
368,F Grav Bazooka XR,F Grav Bazooka XR,mhxx-dex-1.0,10
369,F Katzenlampe XR,F Katzenlampe XR,mhxx-dex-1.0,10
370,F Tigrex Whammer XR,F Tigrex Whammer XR,mhxx-dex-1.0,10
371,F Seltas Drill XR,F Seltas Drill XR,mhxx-dex-1.0,10
372,F Hunting Knife X,F Hunting Knife X,mhxx-dex-1.0,10
373,F True Yukumo Bokken,F True Yukumo Bokken,mhxx-dex-1.0,10
374,F Pokke Mop X,F Pokke Mop X,mhxx-dex-1.0,10
375,F Edel Rod X,F Edel Rod X,mhxx-dex-1.0,10
