domain,equipment_type,variant,value,name,english,source
weapon_special,19,recital_effect,23,Water Res +5 + Waterblight Reduced,Water Res +5 + Waterblight Reduced,mhxx-dex-1.0
weapon_special,19,recital_effect,24,Water Res +7 + Waterblight Immune,Water Res +7 + Waterblight Immune,mhxx-dex-1.0
weapon_special,19,recital_effect,25,Water Res +7 + Waterblight Immune,Water Res +7 + Waterblight Immune,mhxx-dex-1.0
weapon_special,19,recital_effect,26,Thunder Res +5 + Thunderblight Reduced,Thunder Res +5 + Thunderblight Reduced,mhxx-dex-1.0
weapon_special,19,recital_effect,27,Thunder Res +7 + Thunderblight Immune,Thunder Res +7 + Thunderblight Immune,mhxx-dex-1.0
weapon_special,19,recital_effect,28,Thunder Res +7 + Thunderblight Immune,Thunder Res +7 + Thunderblight Immune,mhxx-dex-1.0
weapon_special,19,recital_effect,29,Ice Res +5 + Iceblight Reduced,Ice Res +5 + Iceblight Reduced,mhxx-dex-1.0
weapon_special,19,recital_effect,30,Ice Res +7 + Iceblight Immune,Ice Res +7 + Iceblight Immune,mhxx-dex-1.0
weapon_special,19,recital_effect,31,Ice Res +7 + Iceblight Immune,Ice Res +7 + Iceblight Immune,mhxx-dex-1.0
weapon_special,19,recital_effect,32,Dragon Res +5 + Dragonblight Reduced,Dragon Res +5 + Dragonblight Reduced,mhxx-dex-1.0
weapon_special,19,recital_effect,33,Dragon Res +7 + Dragonblight Immune,Dragon Res +7 + Dragonblight Immune,mhxx-dex-1.0
weapon_special,19,recital_effect,34,Dragon Res +7 + Dragonblight Immune,Dragon Res +7 + Dragonblight Immune,mhxx-dex-1.0
weapon_special,19,recital_effect,35,Negate Paralysis,Negate Paralysis,mhxx-dex-1.0
weapon_special,19,recital_effect,36,Negate Stun,Negate Stun,mhxx-dex-1.0
weapon_special,19,recital_effect,37,Bind Res,Bind Res,mhxx-dex-1.0
weapon_special,19,recital_effect,38,Divine Protection,Divine Protection,mhxx-dex-1.0
weapon_special,19,recital_effect,39,Tremor Res,Tremor Res,mhxx-dex-1.0
weapon_special,19,recital_effect,40,Negate Heat,Negate Heat,mhxx-dex-1.0
weapon_special,19,recital_effect,41,Negate Cold,Negate Cold,mhxx-dex-1.0
weapon_special,19,recital_effect,42,Hearing Protection (S),Hearing Protection (S),mhxx-dex-1.0
weapon_special,19,recital_effect,43,HG Earplugs Effect Activated,HG Earplugs Effect Activated,mhxx-dex-1.0
weapon_special,19,recital_effect,44,Wind Pressure Reduced,Wind Pressure Reduced,mhxx-dex-1.0
weapon_special,19,recital_effect,45,Wind Pressure Negated,Wind Pressure Negated,mhxx-dex-1.0
weapon_special,19,recital_effect,46,Hearing Protection (S) + Wind Pressure Reduced,Hearing Protection (S) + Wind Pressure Reduced,mhxx-dex-1.0
weapon_special,19,recital_effect,47,HG Earplugs Effect Activated + Wind Pressure Negated,HG Earplugs Effect Activated + Wind Pressure Negated,mhxx-dex-1.0
weapon_special,19,recital_effect,48,All Elemental Res +5,All Elemental Res +5,mhxx-dex-1.0
weapon_special,19,recital_effect,49,All Elemental Res +10,All Elemental Res +10,mhxx-dex-1.0
weapon_special,19,recital_effect,50,Blightproof,Blightproof,mhxx-dex-1.0
weapon_special,19,recital_effect,51,Negate Abnormal Stat.,Negate Abnormal Stat.,mhxx-dex-1.0
weapon_special,19,recital_effect,52,Elemental Attack +8%,Elemental Attack +8%,mhxx-dex-1.0
weapon_special,19,recital_effect,53,Elemental Attack +10%,Elemental Attack +10%,mhxx-dex-1.0
weapon_special,19,recital_effect,54,Abnormal Status Attack +10%,Abnormal Status Attack +10%,mhxx-dex-1.0
weapon_special,19,recital_effect,55,Abnormal Status Attack +15%,Abnormal Status Attack +15%,mhxx-dex-1.0
weapon_special,19,recital_effect,56,Affinity +15 + Health Rec. (S),Affinity +15 + Health Rec. (S),mhxx-dex-1.0
weapon_special,19,recital_effect,57,Affinity +20 + Health Rec. (S),Affinity +20 + Health Rec. (S),mhxx-dex-1.0
weapon_special,19,recital_effect,58,Negate Stamina Use (S),Negate Stamina Use (S),mhxx-dex-1.0
weapon_special,19,recital_effect,59,Negate Stamina Use (L),Negate Stamina Use (L),mhxx-dex-1.0
weapon_special,19,recital_effect,60,Negate Stamina Use (S) Extended,Negate Stamina Use (S) Extended,mhxx-dex-1.0
weapon_special,19,recital_effect,61,Psychic,Psychic,mhxx-dex-1.0
weapon_special,19,recital_effect,62,High-Frequency Waves Emitted,High-Frequency Waves Emitted,mhxx-dex-1.0
weapon_special,19,recital_effect,63,Negate Knockback,Negate Knockback,mhxx-dex-1.0
weapon_special,19,recital_effect,64,Finale,Finale,mhxx-dex-1.0
weapon_special,"16,17",shot_type,1,Normal Lv1,Normal Lv1,mhxx-dex-1.0
weapon_special,"16,17",shot_type,2,Normal Lv2,Normal Lv2,mhxx-dex-1.0
weapon_special,"16,17",shot_type,3,Normal Lv3,Normal Lv3,mhxx-dex-1.0
weapon_special,"16,17",shot_type,4,Normal Lv4,Normal Lv4,mhxx-dex-1.0
weapon_special,"16,17",shot_type,5,Normal Lv5,Normal Lv5,mhxx-dex-1.0
weapon_special,"16,17",shot_type,6,Wide Lv1,Wide Lv1,mhxx-dex-1.0
weapon_special,"16,17",shot_type,7,Wide Lv2,Wide Lv2,mhxx-dex-1.0
weapon_special,"16,17",shot_type,8,Wide Lv3,Wide Lv3,mhxx-dex-1.0
weapon_special,"16,17",shot_type,9,Wide Lv4,Wide Lv4,mhxx-dex-1.0
weapon_special,"16,17",shot_type,10,Wide Lv5,Wide Lv5,mhxx-dex-1.0
weapon_special,"16,17",shot_type,11,Long Lv1,Long Lv1,mhxx-dex-1.0
weapon_special,"16,17",shot_type,12,Long Lv2,Long Lv2,mhxx-dex-1.0
weapon_special,"16,17",shot_type,13,Long Lv3,Long Lv3,mhxx-dex-1.0
weapon_special,"16,17",shot_type,14,Long Lv4,Long Lv4,mhxx-dex-1.0
weapon_special,"16,17",shot_type,15,Long Lv5,Long Lv5,mhxx-dex-1.0
weapon_special,"16,17",shot_type,16,Pierce Lv1,Pierce Lv1,mhxx-dex-1.0
weapon_special,"16,17",shot_type,17,Pierce Lv2,Pierce Lv2,mhxx-dex-1.0
weapon_special,"16,17",shot_type,18,Pierce Lv3,Pierce Lv3,mhxx-dex-1.0
weapon_special,"16,17",shot_type,19,Pierce Lv4,Pierce Lv4,mhxx-dex-1.0
weapon_special,"16,17",shot_type,20,Pierce Lv5,Pierce Lv5,mhxx-dex-1.0
weapon_special,"16,17",shot_type,21,Rapid Lv1,Rapid Lv1,mhxx-dex-1.0
weapon_special,"16,17",shot_type,22,Rapid Lv2,Rapid Lv2,mhxx-dex-1.0
weapon_special,"16,17",shot_type,23,Rapid Lv3,Rapid Lv3,mhxx-dex-1.0
weapon_special,"16,17",shot_type,24,Rapid Lv4,Rapid Lv4,mhxx-dex-1.0
weapon_special,"16,17",shot_type,25,Rapid Lv5,Rapid Lv5,mhxx-dex-1.0
weapon_special,"16,17",shot_type,26,Spread Lv1,Spread Lv1,mhxx-dex-1.0
weapon_special,"16,17",shot_type,27,Spread Lv2,Spread Lv2,mhxx-dex-1.0
weapon_special,"16,17",shot_type,28,Spread Lv3,Spread Lv3,mhxx-dex-1.0
weapon_special,"16,17",shot_type,29,Spread Lv4,Spread Lv4,mhxx-dex-1.0
weapon_special,"16,17",shot_type,30,Spread Lv5,Spread Lv5,mhxx-dex-1.0
weapon_special,"16,17",shot_type,31,Heavy Lv1,Heavy Lv1,mhxx-dex-1.0
weapon_special,"16,17",shot_type,32,Heavy Lv2,Heavy Lv2,mhxx-dex-1.0
weapon_special,"16,17",shot_type,33,Heavy Lv3,Heavy Lv3,mhxx-dex-1.0
weapon_special,"16,17",shot_type,34,Heavy Lv4,Heavy Lv4,mhxx-dex-1.0
weapon_special,"16,17",shot_type,35,Heavy Lv5,Heavy Lv5,mhxx-dex-1.0
weapon_special,"16,17",shot_type,36,Normal,Normal,mhxx-dex-1.0
weapon_special,"16,17",shot_type,37,Wide,Wide,mhxx-dex-1.0
weapon_special,"16,17",shot_type,38,Long,Long,mhxx-dex-1.0
weapon_special,"16,17",shot_type,39,Pierce,Pierce,mhxx-dex-1.0
weapon_special,"16,17",shot_type,40,Rapid,Rapid,mhxx-dex-1.0
weapon_special,"16,17",shot_type,41,Spread,Spread,mhxx-dex-1.0
weapon_special,"16,17",shot_type,42,Heavy,Heavy,mhxx-dex-1.0
attribute_type,7-21,dex,1,Fire,Fire,mhxx-dex-1.0
attribute_type,7-21,dex,2,Wat,Wat,mhxx-dex-1.0
attribute_type,7-21,dex,3,Thun,Thun,mhxx-dex-1.0
attribute_type,7-21,dex,4,Ice,Ice,mhxx-dex-1.0
attribute_type,7-21,dex,5,Dra,Dra,mhxx-dex-1.0
attribute_type,7-21,dex,6,Pois,Pois,mhxx-dex-1.0
attribute_type,7-21,dex,7,Para,Para,mhxx-dex-1.0
attribute_type,7-21,dex,8,Sleep,Sleep,mhxx-dex-1.0
attribute_type,7-21,dex,9,Blast,Blast,mhxx-dex-1.0
palico_weapon,1,balance,1,Balanced,Balanced,mhxx-dex-1.0
palico_weapon,1,balance,2,Close Range,Close Range,mhxx-dex-1.0
palico_weapon,1,balance,3,Boomerang,Boomerang,mhxx-dex-1.0
