id,name,english,source,rarity,max_level
87,Massacre Bow,Massacre Bow,mhxx-dex-1.0+mhxx-save-format-community,11,5
88,Razor Striker,Razor Striker,mhxx-dex-1.0+mhxx-save-format-community,11,5
89,Kingdomfall,Kingdomfall,mhxx-dex-1.0+mhxx-save-format-community,10,3
90,Bow of Toil & Turmoil,Bow of Toil & Turmoil,mhxx-dex-1.0+mhxx-save-format-community,10,3
91,Bow of Ire & Anguish,Bow of Ire & Anguish,mhxx-dex-1.0+mhxx-save-format-community,10,3
92,Glory and Grandeur,Glory and Grandeur,mhxx-dex-1.0+mhxx-save-format-community,10,3
93,Lightbreak Bow,Lightbreak Bow,mhxx-dex-1.0+mhxx-save-format-community,10,3
94,Gewinn/Perte,Gewinn/Perte,mhxx-dex-1.0+mhxx-save-format-community,10,3
95,Diablos Coilbender,Diablos Coilbender,mhxx-dex-1.0+mhxx-save-format-community,6,5
96,Savage Wildbow,Savage Wildbow,mhxx-dex-1.0+mhxx-save-format-community,5,6
97,Ice Crest,Ice Crest,mhxx-dex-1.0+mhxx-save-format-community,5,5
98,Scylla Fist,Scylla Fist,mhxx-dex-1.0+mhxx-save-format-community,4,6
99,Scylla Weave,Scylla Weave,mhxx-dex-1.0+mhxx-save-format-community,8,3
100,Wild Bow,Wild Bow,mhxx-dex-1.0+mhxx-save-format-community,4,5
101,Despot's Shock,Despot's Shock,mhxx-dex-1.0+mhxx-save-format-community,9,3
102,Research Bow,Research Bow,mhxx-dex-1.0+mhxx-save-format-community,6,5
103,Kayamcha Slinger,Kayamcha Slinger,mhxx-dex-1.0+mhxx-save-format-community,9,3
104,Ala Victoria,Ala Victoria,mhxx-dex-1.0+mhxx-save-format-community,9,3
105,Elder Bow,Elder Bow,mhxx-dex-1.0+mhxx-save-format-community,8,3
106,Pirate Bow J,Pirate Bow J,mhxx-dex-1.0+mhxx-save-format-community,6,4
107,Ancient Bow,Ancient Bow,mhxx-dex-1.0+mhxx-save-format-community,6,4
