id,name,english,source,rarity,max_level
67,Astral Pisces,Astral Pisces,mhxx-dex-1.0+mhxx-save-format-community,7,5
68,Akantor Katana,Akantor Katana,mhxx-dex-1.0+mhxx-save-format-community,7,5
69,Ukanlos Slicer,Ukanlos Slicer,mhxx-dex-1.0+mhxx-save-format-community,7,5
70,Dark Claw,Dark Claw,mhxx-dex-1.0+mhxx-save-format-community,7,5
71,Ominous Spring,Ominous Spring,mhxx-dex-1.0+mhxx-save-format-community,7,5
72,Worn Long Sword,Worn Long Sword,mhxx-dex-1.0+mhxx-save-format-community,4,7
73,Oblivion,Oblivion,mhxx-dex-1.0+mhxx-save-format-community,6,5
74,Icesteel Blade,Icesteel Blade,mhxx-dex-1.0+mhxx-save-format-community,7,5
75,Windeater,Windeater,mhxx-dex-1.0+mhxx-save-format-community,2,7
76,Black Scythe,Black Scythe,mhxx-dex-1.0+mhxx-save-format-community,3,7
77,Yukumo Long Sword,Yukumo Long Sword,mhxx-dex-1.0+mhxx-save-format-community,1,8
78,Yukumo Puresword,Yukumo Puresword,mhxx-dex-1.0+mhxx-save-format-community,3,6
79,Cheese Knife,Cheese Knife,mhxx-dex-1.0+mhxx-save-format-community,2,7
80,Moofah Staff,Moofah Staff,mhxx-dex-1.0+mhxx-save-format-community,2,6
81,Centenarian Dagger,Centenarian Dagger,mhxx-dex-1.0+mhxx-save-format-community,6,5
82,Great Hornfly Saber,Great Hornfly Saber,mhxx-dex-1.0+mhxx-save-format-community,2,6
83,Barbarian Blade,Barbarian Blade,mhxx-dex-1.0+mhxx-save-format-community,6,5
84,Hairtail's Hairblade,Hairtail's Hairblade,mhxx-dex-1.0+mhxx-save-format-community,3,6
85,Cawscythe,Cawscythe,mhxx-dex-1.0+mhxx-save-format-community,3,7
86,Crimson Maw,Crimson Maw,mhxx-dex-1.0+mhxx-save-format-community,11,15
87,Ebon Rabbit,Ebon Rabbit,mhxx-dex-1.0+mhxx-save-format-community,11,15
88,Stonefist Cutter,Stonefist Cutter,mhxx-dex-1.0+mhxx-save-format-community,11,15
89,Demon Swirl,Demon Swirl,mhxx-dex-1.0+mhxx-save-format-community,11,15
90,Nightfall Saber,Nightfall Saber,mhxx-dex-1.0+mhxx-save-format-community,11,15
91,Geode Saber,Geode Saber,mhxx-dex-1.0+mhxx-save-format-community,11,15
92,Daito Calamity,Daito Calamity,mhxx-dex-1.0+mhxx-save-format-community,11,15
93,Tomb Saber,Tomb Saber,mhxx-dex-1.0+mhxx-save-format-community,11,15
94,Thunderlord Raikiri,Thunderlord Raikiri,mhxx-dex-1.0+mhxx-save-format-community,11,15
95,Seize Cutter,Seize Cutter,mhxx-dex-1.0+mhxx-save-format-community,11,15
96,Blazing Ognar,Blazing Ognar,mhxx-dex-1.0+mhxx-save-format-community,11,15
97,Fox Select,Fox Select,mhxx-dex-1.0+mhxx-save-format-community,6,5
98,Light Works,Light Works,mhxx-dex-1.0+mhxx-save-format-community,6,5
99,Pirate Sword J,Pirate Sword J,mhxx-dex-1.0+mhxx-save-format-community,6,5
100,DUMMY,DUMMY,mhxx-save-format-community,0,5
101,Wing of Judgment,Wing of Judgment,mhxx-dex-1.0+mhxx-save-format-community,6,5
102,Fan Club Bamboo Rod,Fan Club Bamboo Rod,mhxx-dex-1.0+mhxx-save-format-community,6,5
103,Goldscythe,Goldscythe,mhxx-dex-1.0+mhxx-save-format-community,10,3
104,Silverwing Long Sword,Silverwing Long Sword,mhxx-dex-1.0+mhxx-save-format-community,7,6
105,"Wyvern Blade ""Corund""","Wyvern Blade ""Corund""",mhxx-dex-1.0+mhxx-save-format-community,11,5
106,Unsan Musho,Unsan Musho,mhxx-dex-1.0+mhxx-save-format-community,11,5
107,Elderfrost Long Sword,Elderfrost Long Sword,mhxx-dex-1.0+mhxx-save-format-community,11,5
108,Razor Splitter,Razor Splitter,mhxx-dex-1.0+mhxx-save-format-community,11,5
109,Cloaked Baron,Cloaked Baron,mhxx-dex-1.0+mhxx-save-format-community,11,5
110,Burning Dragonsword,Burning Dragonsword,mhxx-dex-1.0+mhxx-save-format-community,10,3
111,Fatalis Scythe,Fatalis Scythe,mhxx-dex-1.0+mhxx-save-format-community,10,3
112,Fatalis Ascencia,Fatalis Ascencia,mhxx-dex-1.0+mhxx-save-format-community,10,3
113,Lightbreak Edge,Lightbreak Edge,mhxx-dex-1.0+mhxx-save-format-community,10,3
114,Übel/Equité,Übel/Equité,mhxx-dex-1.0+mhxx-save-format-community,10,3
115,Gigant Makra,Gigant Makra,mhxx-dex-1.0+mhxx-save-format-community,4,6
116,Bastine Edge,Bastine Edge,mhxx-dex-1.0+mhxx-save-format-community,5,5
117,Blood Cry,Blood Cry,mhxx-dex-1.0+mhxx-save-format-community,4,6
118,Noble Blood Cry,Noble Blood Cry,mhxx-dex-1.0+mhxx-save-format-community,8,3
119,Roguemaster,Roguemaster,mhxx-dex-1.0+mhxx-save-format-community,8,3
120,Notos,Notos,mhxx-dex-1.0+mhxx-save-format-community,8,3
121,Despot's Boltrunner,Despot's Boltrunner,mhxx-dex-1.0+mhxx-save-format-community,9,3
122,Research Saber,Research Saber,mhxx-dex-1.0+mhxx-save-format-community,6,5
123,Rushin' Blue,Rushin' Blue,mhxx-dex-1.0+mhxx-save-format-community,8,3
124,Elder Saber,Elder Saber,mhxx-dex-1.0+mhxx-save-format-community,8,3
125,Urano Metria,Urano Metria,mhxx-dex-1.0+mhxx-save-format-community,9,3
126,DUMMY,DUMMY,mhxx-save-format-community,0,5
