id,name,english,source,rarity,max_level
97,Pincher Hammer,Pincher Hammer,mhxx-dex-1.0+mhxx-save-format-community,11,15
98,Nightfall Hammer,Nightfall Hammer,mhxx-dex-1.0+mhxx-save-format-community,11,15
99,Geode Hammer,Geode Hammer,mhxx-dex-1.0+mhxx-save-format-community,11,15
100,Hardened Hammer,Hardened Hammer,mhxx-dex-1.0+mhxx-save-format-community,11,15
101,Tomb Hammer,Tomb Hammer,mhxx-dex-1.0+mhxx-save-format-community,11,15
102,Raiden Hammer,Raiden Hammer,mhxx-dex-1.0+mhxx-save-format-community,11,15
103,Seize Hammer,Seize Hammer,mhxx-dex-1.0+mhxx-save-format-community,11,15
104,Magma Hammer,Magma Hammer,mhxx-dex-1.0+mhxx-save-format-community,11,15
105,Thunder Works,Thunder Works,mhxx-dex-1.0+mhxx-save-format-community,6,5
106,Demon Visage,Demon Visage,mhxx-dex-1.0+mhxx-save-format-community,6,5
107,Goldhammer,Goldhammer,mhxx-dex-1.0+mhxx-save-format-community,10,3
108,Silverwing Hammer,Silverwing Hammer,mhxx-dex-1.0+mhxx-save-format-community,7,6
109,Zephra Beater,Zephra Beater,mhxx-dex-1.0+mhxx-save-format-community,11,5
110,Last Bastion,Last Bastion,mhxx-dex-1.0+mhxx-save-format-community,11,5
111,Elderfrost Hammer,Elderfrost Hammer,mhxx-dex-1.0+mhxx-save-format-community,11,5
112,Razor Smasher,Razor Smasher,mhxx-dex-1.0+mhxx-save-format-community,11,5
113,Dragon Destroyer,Dragon Destroyer,mhxx-dex-1.0+mhxx-save-format-community,10,3
114,Fatalis Smasher,Fatalis Smasher,mhxx-dex-1.0+mhxx-save-format-community,10,3
115,Old Fatalis Buster,Old Fatalis Buster,mhxx-dex-1.0+mhxx-save-format-community,10,3
116,Lightbreak Hammer,Lightbreak Hammer,mhxx-dex-1.0+mhxx-save-format-community,10,3
117,Grinsen/Froncement,Grinsen/Froncement,mhxx-dex-1.0+mhxx-save-format-community,10,3
118,Gigaton Hammer,Gigaton Hammer,mhxx-dex-1.0+mhxx-save-format-community,4,5
119,Basarios Blow,Basarios Blow,mhxx-dex-1.0+mhxx-save-format-community,5,5
120,Shell Hammer,Shell Hammer,mhxx-dex-1.0+mhxx-save-format-community,5,5
121,Carapace Hammer,Carapace Hammer,mhxx-dex-1.0+mhxx-save-format-community,4,5
122,Barroth Martello,Barroth Martello,mhxx-dex-1.0+mhxx-save-format-community,8,3
123,Cluster Hammer,Cluster Hammer,mhxx-dex-1.0+mhxx-save-format-community,4,5
124,Cluster Musterer,Cluster Musterer,mhxx-dex-1.0+mhxx-save-format-community,8,3
125,Jail Hammer,Jail Hammer,mhxx-dex-1.0+mhxx-save-format-community,4,6
126,Archambra Fellmace,Archambra Fellmace,mhxx-dex-1.0+mhxx-save-format-community,9,3
127,Blacksmith,Blacksmith,mhxx-dex-1.0+mhxx-save-format-community,8,3
128,Memento Volare,Memento Volare,mhxx-dex-1.0+mhxx-save-format-community,8,3
129,Research Hammer,Research Hammer,mhxx-dex-1.0+mhxx-save-format-community,6,5
130,Crystal Hammer,Crystal Hammer,mhxx-dex-1.0+mhxx-save-format-community,6,5
131,Elder Hammer,Elder Hammer,mhxx-dex-1.0+mhxx-save-format-community,8,3
