talisman_id,skill_id,skill1_min,skill1_max,skill2_min,skill2_max,source
1,30,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,31,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,32,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,33,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,34,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,35,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,36,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,37,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,38,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,39,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,40,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,41,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,42,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,43,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,44,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,45,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,46,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,47,1,6,0,0,mhxx-romfs-native-amulet-skill-table
1,48,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,49,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,50,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,51,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,52,1,8,0,0,mhxx-romfs-native-amulet-skill-table
1,53,1,8,0,0,mhxx-romfs-native-amulet-skill-table
1,54,1,8,0,0,mhxx-romfs-native-amulet-skill-table
1,55,1,8,0,0,mhxx-romfs-native-amulet-skill-table
1,56,1,8,0,0,mhxx-romfs-native-amulet-skill-table
1,57,1,8,0,0,mhxx-romfs-native-amulet-skill-table
1,58,1,8,0,0,mhxx-romfs-native-amulet-skill-table
1,59,1,8,0,0,mhxx-romfs-native-amulet-skill-table
1,60,1,8,0,0,mhxx-romfs-native-amulet-skill-table
1,61,1,8,0,0,mhxx-romfs-native-amulet-skill-table
1,62,1,8,0,0,mhxx-romfs-native-amulet-skill-table
1,63,1,8,0,0,mhxx-romfs-native-amulet-skill-table
1,64,1,8,0,0,mhxx-romfs-native-amulet-skill-table
1,65,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,66,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,67,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,68,1,5,0,0,mhxx-romfs-native-amulet-skill-table
1,69,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,70,1,4,0,0,mhxx-romfs-native-amulet-skill-table
1,71,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,72,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,73,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,74,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,75,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,76,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,77,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,78,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,79,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,80,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,81,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,82,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,83,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,84,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,85,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,86,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,87,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,88,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,89,1,6,0,0,mhxx-romfs-native-amulet-skill-table
1,90,1,6,0,0,mhxx-romfs-native-amulet-skill-table
1,91,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,92,1,6,0,0,mhxx-romfs-native-amulet-skill-table
1,93,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,94,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,95,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,96,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,97,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,98,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,99,1,4,0,0,mhxx-romfs-native-amulet-skill-table
1,100,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,101,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,102,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,103,1,8,0,0,mhxx-romfs-native-amulet-skill-table
1,104,1,3,0,0,mhxx-romfs-native-amulet-skill-table
1,105,1,3,0,0,mhxx-romfs-native-amulet-skill-table
1,106,1,10,0,0,mhxx-romfs-native-amulet-skill-table
1,107,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,108,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,109,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,110,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,111,1,8,0,0,mhxx-romfs-native-amulet-skill-table
1,112,1,8,0,0,mhxx-romfs-native-amulet-skill-table
1,113,1,8,0,0,mhxx-romfs-native-amulet-skill-table
1,114,1,8,0,0,mhxx-romfs-native-amulet-skill-table
1,115,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,116,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,117,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,118,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,119,1,8,0,0,mhxx-romfs-native-amulet-skill-table
1,120,1,8,0,0,mhxx-romfs-native-amulet-skill-table
1,121,1,8,0,0,mhxx-romfs-native-amulet-skill-table
1,122,1,10,0,0,mhxx-romfs-native-amulet-skill-table
1,123,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,124,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,125,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,126,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,127,1,8,0,0,mhxx-romfs-native-amulet-skill-table
1,128,1,10,0,0,mhxx-romfs-native-amulet-skill-table
1,129,1,8,0,0,mhxx-romfs-native-amulet-skill-table
1,130,1,8,0,0,mhxx-romfs-native-amulet-skill-table
1,131,1,10,0,0,mhxx-romfs-native-amulet-skill-table
1,132,1,8,0,0,mhxx-romfs-native-amulet-skill-table
1,133,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,134,1,10,0,0,mhxx-romfs-native-amulet-skill-table
1,135,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,136,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,137,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,138,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,139,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,140,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,141,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,142,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,143,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,144,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,145,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,146,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,147,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,148,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,149,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,150,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,151,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,152,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,153,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,154,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,155,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,156,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,157,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,158,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,159,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,160,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,161,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,162,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,163,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,164,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,165,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,166,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,167,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,168,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,169,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,170,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,171,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,172,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,173,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,174,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,175,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,176,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,177,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,178,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,179,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,180,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,181,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,182,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,183,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,184,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,185,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,186,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,187,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,188,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,189,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,190,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,191,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,192,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,193,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,194,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,195,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,196,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,197,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,198,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,199,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,200,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,201,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,202,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,203,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,204,0,0,0,0,mhxx-romfs-native-amulet-skill-table
1,205,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,0,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,1,1,5,0,0,mhxx-romfs-native-amulet-skill-table
2,2,1,5,0,0,mhxx-romfs-native-amulet-skill-table
2,3,1,5,0,0,mhxx-romfs-native-amulet-skill-table
2,4,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,5,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,6,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,7,1,7,0,0,mhxx-romfs-native-amulet-skill-table
2,8,1,7,0,0,mhxx-romfs-native-amulet-skill-table
2,9,1,10,0,0,mhxx-romfs-native-amulet-skill-table
2,10,1,10,0,0,mhxx-romfs-native-amulet-skill-table
2,11,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,12,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,13,1,10,0,0,mhxx-romfs-native-amulet-skill-table
2,14,1,7,0,0,mhxx-romfs-native-amulet-skill-table
2,15,1,3,0,0,mhxx-romfs-native-amulet-skill-table
2,16,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,17,1,5,0,0,mhxx-romfs-native-amulet-skill-table
2,18,1,4,0,0,mhxx-romfs-native-amulet-skill-table
2,19,1,4,0,0,mhxx-romfs-native-amulet-skill-table
2,20,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,21,1,6,0,0,mhxx-romfs-native-amulet-skill-table
2,22,1,6,0,0,mhxx-romfs-native-amulet-skill-table
2,23,1,6,0,0,mhxx-romfs-native-amulet-skill-table
2,24,1,6,0,0,mhxx-romfs-native-amulet-skill-table
2,25,1,6,0,0,mhxx-romfs-native-amulet-skill-table
2,26,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,27,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,28,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,29,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,30,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,31,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,32,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,33,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,34,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,35,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,36,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,37,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,38,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,39,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,40,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,41,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,42,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,43,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,44,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,45,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,46,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,47,1,6,0,0,mhxx-romfs-native-amulet-skill-table
2,48,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,49,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,50,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,51,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,52,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,53,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,54,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,55,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,56,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,57,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,58,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,59,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,60,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,61,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,62,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,63,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,64,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,65,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,66,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,67,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,68,1,5,0,0,mhxx-romfs-native-amulet-skill-table
2,69,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,70,1,4,0,0,mhxx-romfs-native-amulet-skill-table
2,71,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,72,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,73,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,74,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,75,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,76,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,77,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,78,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,79,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,80,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,81,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,82,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,83,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,84,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,85,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,86,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,87,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,88,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,89,1,6,0,0,mhxx-romfs-native-amulet-skill-table
2,90,1,6,0,0,mhxx-romfs-native-amulet-skill-table
2,91,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,92,1,6,0,0,mhxx-romfs-native-amulet-skill-table
2,93,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,94,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,95,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,96,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,97,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,98,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,99,1,4,0,0,mhxx-romfs-native-amulet-skill-table
2,100,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,101,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,102,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,103,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,104,1,3,0,0,mhxx-romfs-native-amulet-skill-table
2,105,1,3,0,0,mhxx-romfs-native-amulet-skill-table
2,106,1,10,0,0,mhxx-romfs-native-amulet-skill-table
2,107,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,108,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,109,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,110,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,111,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,112,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,113,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,114,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,115,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,116,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,117,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,118,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,119,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,120,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,121,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,122,1,10,0,0,mhxx-romfs-native-amulet-skill-table
2,123,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,124,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,125,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,126,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,127,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,128,1,10,0,0,mhxx-romfs-native-amulet-skill-table
2,129,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,130,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,131,1,10,0,0,mhxx-romfs-native-amulet-skill-table
2,132,1,8,0,0,mhxx-romfs-native-amulet-skill-table
2,133,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,134,1,10,0,0,mhxx-romfs-native-amulet-skill-table
2,135,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,136,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,137,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,138,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,139,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,140,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,141,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,142,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,143,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,144,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,145,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,146,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,147,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,148,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,149,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,150,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,151,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,152,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,153,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,154,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,155,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,156,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,157,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,158,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,159,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,160,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,161,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,162,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,163,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,164,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,165,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,166,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,167,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,168,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,169,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,170,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,171,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,172,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,173,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,174,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,175,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,176,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,177,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,178,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,179,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,180,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,181,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,182,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,183,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,184,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,185,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,186,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,187,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,188,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,189,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,190,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,191,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,192,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,193,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,194,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,195,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,196,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,197,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,198,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,199,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,200,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,201,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,202,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,203,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,204,0,0,0,0,mhxx-romfs-native-amulet-skill-table
2,205,0,0,0,0,mhxx-romfs-native-amulet-skill-table
3,0,0,0,0,0,mhxx-romfs-native-amulet-skill-table
3,1,1,5,-10,7,mhxx-romfs-native-amulet-skill-table
3,2,1,5,-10,7,mhxx-romfs-native-amulet-skill-table
3,3,1,5,-10,7,mhxx-romfs-native-amulet-skill-table
3,4,1,8,-10,10,mhxx-romfs-native-amulet-skill-table
3,5,0,0,0,0,mhxx-romfs-native-amulet-skill-table
3,6,1,4,0,0,mhxx-romfs-native-amulet-skill-table
3,7,1,7,-10,8,mhxx-romfs-native-amulet-skill-table
3,8,1,7,-10,8,mhxx-romfs-native-amulet-skill-table
3,9,0,0,-10,10,mhxx-romfs-native-amulet-skill-table
3,10,0,0,-10,10,mhxx-romfs-native-amulet-skill-table
3,11,0,0,0,0,mhxx-romfs-native-amulet-skill-table
3,12,0,0,0,0,mhxx-romfs-native-amulet-skill-table
3,13,0,0,-10,10,mhxx-romfs-native-amulet-skill-table
3,14,1,7,-10,8,mhxx-romfs-native-amulet-skill-table
3,15,0,0,-5,5,mhxx-romfs-native-amulet-skill-table
3,16,0,0,-5,5,mhxx-romfs-native-amulet-skill-table
3,17,0,0,-10,10,mhxx-romfs-native-amulet-skill-table
3,18,1,4,-7,7,mhxx-romfs-native-amulet-skill-table
3,19,1,4,-7,7,mhxx-romfs-native-amulet-skill-table
3,20,1,8,-10,10,mhxx-romfs-native-amulet-skill-table
3,21,1,6,-10,10,mhxx-romfs-native-amulet-skill-table
