id,name,english,source,rarity
76,F Bherna Mail S,F Bherna Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
77,F Hunting Mail S,F Hunting Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
78,F Mafumofu Vest S,F Mafumofu Vest S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
79,F Yukumo Dogi S,F Yukumo Dogi S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
80,F Gourmet Suit S,F Gourmet Suit S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
81,F Moofy Suit S,F Moofy Suit S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
82,F Aptonoth Suit S,F Aptonoth Suit S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
83,F Popo Wear S,F Popo Wear S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
84,F Gargwa Vest S,F Gargwa Vest S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
85,F Larinoth Suit S,F Larinoth Suit S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
86,F Alloy Mail S,F Alloy Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
87,F Bone Mail S,F Bone Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
88,F Alta Shirt S,F Alta Shirt S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
89,F Bnaha Suit S,F Bnaha Suit S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
90,F Jaggi Mail S,F Jaggi Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
91,F Rheno Mail S,F Rheno Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
92,F Slagtoth Cape,F Slagtoth Cape,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
93,F Maccao Mail S,F Maccao Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
94,F Velociprey Mail S,F Velociprey Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
95,F Bulldrome Vest S,F Bulldrome Vest S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
96,F Arzuros Mail S,F Arzuros Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
97,F Genprey Mail S,F Genprey Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
98,F Lagombi Mail S,F Lagombi Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
99,F Cephalos Dress S,F Cephalos Dress S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
100,F Kut-Ku Wear S,F Kut-Ku Wear S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
101,F Gypceros Cloth S,F Gypceros Cloth S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
102,F Cabra Wrap S,F Cabra Wrap S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
103,F Daimyo Suit S,F Daimyo Suit S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
104,F Ludroth Mail S,F Ludroth Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
105,F Kecha Coat,F Kecha Coat,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4
106,F Ladybug Wings,F Ladybug Wings,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5
107,F Lecturer's Suit,F Lecturer's Suit,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5
108,F Guide's Suit,F Guide's Suit,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5
109,F Sailor Suit,F Sailor Suit,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5
110,F Stone King Body,F Stone King Body,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5
111,F Venombee Wings S,F Venombee Wings S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5
112,F Mosgharl Mail S,F Mosgharl Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5
113,F Marauder Armor S,F Marauder Armor S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5
114,F Ioprey Mail S,F Ioprey Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5
115,F Volvi Mail S,F Volvi Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5
116,F Khezu Smock S,F Khezu Smock S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5
117,F Nibel Mail S,F Nibel Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5
118,F Malfestio Mail S,F Malfestio Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5
119,F Rathian Mail S,F Rathian Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5
120,F Blango Garb S,F Blango Garb S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5
121,F Ceanataur Suit S,F Ceanataur Suit S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5
122,F Naja Sirwal S,F Naja Sirwal S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5
123,F Narga Mail S,F Narga Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5
124,F Garuga Robe S,F Garuga Robe S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5
125,F Uragaan Mail S,F Uragaan Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5
126,F Zamtrios Suit,F Zamtrios Suit,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5
127,F Plesioth Suit,F Plesioth Suit,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5
128,F Lava Mail,F Lava Mail,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5
129,F Edel Frills S,F Edel Frills S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
130,F Kittendant Suit S,F Kittendant Suit S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
131,F Shakalaka Duds,F Shakalaka Duds,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
132,F Straw Raincoat,F Straw Raincoat,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
133,F Chaos Skirt+,F Chaos Skirt+,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
134,F Death Stench Coat S,F Death Stench Coat S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
135,F El Dora Mail S,F El Dora Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
136,F Artian Gear S,F Artian Gear S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
137,F Lagia Pirate S,F Lagia Pirate S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
138,F Glavenus Mail S,F Glavenus Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
139,F Astalos Suit S,F Astalos Suit S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
140,F Gammoth Coat S,F Gammoth Coat S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
141,F Mizutsune Suit S,F Mizutsune Suit S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
142,F Rathalos Mail S,F Rathalos Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
143,F Zinogre Mail S,F Zinogre Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
144,F Gore Ghost S,F Gore Ghost S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
145,F Tigrex Mail S,F Tigrex Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
146,F Seltas Body,F Seltas Body,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
147,F Agnaktor Mail,F Agnaktor Mail,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
148,F Duram Mail,F Duram Mail,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
149,F Kirin Vest S,F Kirin Vest S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
150,F Puppeteer Garb,F Puppeteer Garb,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
151,F Vangis Mail,F Vangis Mail,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
152,F Kut-Ku Wear R,F Kut-Ku Wear R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
153,F Kecha Coat R,F Kecha Coat R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
154,F Gypceros Cloth R,F Gypceros Cloth R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
155,F Cabra Wrap R,F Cabra Wrap R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
156,F Daimyo Suit R,F Daimyo Suit R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
157,F Ludroth Mail R,F Ludroth Mail R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
158,F Malfestio Mail R,F Malfestio Mail R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
159,F Zamtrios Suit R,F Zamtrios Suit R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
160,F Khezu Suit R,F Khezu Suit R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
161,F Rathian Mail R,F Rathian Mail R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
162,F Nibel Mail R,F Nibel Mail R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
163,F Plesioth Suit R,F Plesioth Suit R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
164,F Blango Garb R,F Blango Garb R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6
165,F Scholarly Suit S,F Scholarly Suit S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
166,F Maiden Mail S,F Maiden Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
167,F Helper Mail S,F Helper Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
168,F Beautiful Robe,F Beautiful Robe,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
170,F Guild Suit S,F Guild Suit S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
171,F Arcadia Robe,F Arcadia Robe,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
172,F Transpurrter Cape,F Transpurrter Cape,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
173,F Dirty Hakama,F Dirty Hakama,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
174,F D'Artanyan's Cape,F D'Artanyan's Cape,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
175,F Master's Mail,F Master's Mail,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
176,F Derring Lorica S,F Derring Lorica S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
177,F Seregios Mail S,F Seregios Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
178,F Brachy Fist S,F Brachy Fist S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
179,F Angel Down S,F Angel Down S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
180,F Husk Suit S,F Husk Suit S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
181,F Nakarkos Suit,F Nakarkos Suit,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
182,F Lava Mail R,F Lava Mail R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
183,F Ceanataur Suit R,F Ceanataur Suit R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
184,F Narga Mail R,F Narga Mail R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
185,F Naja Sirwal R,F Naja Sirwal R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
186,F Garuga Robe R,F Garuga Robe R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
187,F Uragaan Mail R,F Uragaan Mail R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
188,F Seltas Body R,F Seltas Body R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
189,F Rathalos Mail R,F Rathalos Mail R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
190,F Lagia Pirate R,F Lagia Pirate R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
191,F Zinogre Mail R,F Zinogre Mail R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
192,F Felcote's Coat,F Felcote's Coat,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
193,F Kushala Cormi S,F Kushala Cormi S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
194,F Genie Carpet S,F Genie Carpet S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
195,F Kaiser Panoply,F Kaiser Panoply,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
196,F Akantor Facade,F Akantor Facade,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
197,F Ukanlos Facade,F Ukanlos Facade,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
198,F Majestic Robe,F Majestic Robe,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
199,F Escador Soul,F Escador Soul,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
200,F Mizutsune Suit R,F Mizutsune Suit R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
201,F Astalos Suit R,F Astalos Suit R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
202,F Gammoth Coat R,F Gammoth Coat R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
203,F Glavenus Mail R,F Glavenus Mail R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
204,F Agnaktor Mail R,F Agnaktor Mail R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
205,F Gore Ghost R,F Gore Ghost R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
206,F Seregios Mail R,F Seregios Mail R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
207,F Duram Mail R,F Duram Mail R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
208,F Tigrex Mail R,F Tigrex Mail R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
209,F Brachy Gloves R,F Brachy Gloves R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
210,F Puppeteer Garb R,F Puppeteer Garb R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
211,F Vangis Mail R,F Vangis Mail R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
212,F Strange Mail,F Strange Mail,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
213,F Strange Mail S,F Strange Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
214,F Redhelm Mail,F Redhelm Mail,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
215,F Redhelm Mail S,F Redhelm Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
216,F Snowbaron Mail,F Snowbaron Mail,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
217,F Snowbaron Mail S,F Snowbaron Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
218,F Stonefist Suit,F Stonefist Suit,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
219,F Stonefist Suit S,F Stonefist Suit S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
220,F Dreadqueen Mail,F Dreadqueen Mail,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
221,F Dreadqueen Mail S,F Dreadqueen Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
222,F Drilltusk Wrap,F Drilltusk Wrap,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
223,F Drilltusk Wrap S,F Drilltusk Wrap S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
224,F Silverwind Mail,F Silverwind Mail,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
225,F Silverwind Mail S,F Silverwind Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
226,F Crystalbeard Mail,F Crystalbeard Mail,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
227,F Crystalbeard Mail S,F Crystalbeard Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
228,F Deadeye Robe,F Deadeye Robe,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
229,F Deadeye Robe S,F Deadeye Robe S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
230,F Dreadking Mail,F Dreadking Mail,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
231,F Dreadking Mail S,F Dreadking Mail S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
232,F Thunderlord Mail,F Thunderlord Mail,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
