id,name,english,source,rarity,max_level
75,Poison Fungasax,Poison Fungasax,mhxx-dex-1.0+mhxx-save-format-community,2,7
76,Cornupion,Cornupion,mhxx-dex-1.0+mhxx-save-format-community,3,7
77,Crimson Horn,Crimson Horn,mhxx-dex-1.0+mhxx-save-format-community,11,15
78,Royal Horn,Royal Horn,mhxx-dex-1.0+mhxx-save-format-community,11,15
79,Pierce Horn,Pierce Horn,mhxx-dex-1.0+mhxx-save-format-community,11,15
80,Nightfall Horn,Nightfall Horn,mhxx-dex-1.0+mhxx-save-format-community,11,15
81,Geode Horn,Geode Horn,mhxx-dex-1.0+mhxx-save-format-community,11,15
82,Hardened Horn,Hardened Horn,mhxx-dex-1.0+mhxx-save-format-community,11,15
83,Tomb Horn,Tomb Horn,mhxx-dex-1.0+mhxx-save-format-community,11,15
84,Raiden Horn,Raiden Horn,mhxx-dex-1.0+mhxx-save-format-community,11,15
85,Seize Horn,Seize Horn,mhxx-dex-1.0+mhxx-save-format-community,11,15
86,Magma Horn,Magma Horn,mhxx-dex-1.0+mhxx-save-format-community,11,15
87,Blitz Works,Blitz Works,mhxx-dex-1.0+mhxx-save-format-community,6,5
88,DUMMY,DUMMY,mhxx-save-format-community,0,5
89,Megaphone,Megaphone,mhxx-dex-1.0+mhxx-save-format-community,6,5
90,Goldhorn,Goldhorn,mhxx-dex-1.0+mhxx-save-format-community,10,3
91,Silverwing Horn,Silverwing Horn,mhxx-dex-1.0+mhxx-save-format-community,7,6
92,Zephra Glide,Zephra Glide,mhxx-dex-1.0+mhxx-save-format-community,11,5
93,Vagrant's Itinerary,Vagrant's Itinerary,mhxx-dex-1.0+mhxx-save-format-community,11,5
94,Elderfrost Lute,Elderfrost Lute,mhxx-dex-1.0+mhxx-save-format-community,11,5
95,Razor Castanet,Razor Castanet,mhxx-dex-1.0+mhxx-save-format-community,11,5
96,Cloaked Lyre,Cloaked Lyre,mhxx-dex-1.0+mhxx-save-format-community,11,5
97,Fatalis Firelied,Fatalis Firelied,mhxx-dex-1.0+mhxx-save-format-community,10,3
98,Old Fatalis Lied,Old Fatalis Lied,mhxx-dex-1.0+mhxx-save-format-community,10,3
99,Lightbreak Timbre,Lightbreak Timbre,mhxx-dex-1.0+mhxx-save-format-community,10,3
100,Lache/Sanglot,Lache/Sanglot,mhxx-dex-1.0+mhxx-save-format-community,10,3
101,Basarios Rock,Basarios Rock,mhxx-dex-1.0+mhxx-save-format-community,4,5
102,Volcanic Rock,Volcanic Rock,mhxx-dex-1.0+mhxx-save-format-community,8,3
103,War Bongo,War Bongo,mhxx-dex-1.0+mhxx-save-format-community,5,6
104,Bariguiro,Bariguiro,mhxx-dex-1.0+mhxx-save-format-community,5,5
105,Sandpipe,Sandpipe,mhxx-dex-1.0+mhxx-save-format-community,4,5
106,Sandsinger,Sandsinger,mhxx-dex-1.0+mhxx-save-format-community,8,3
107,War Drum,War Drum,mhxx-dex-1.0+mhxx-save-format-community,4,5
108,Glass Royale,Glass Royale,mhxx-dex-1.0+mhxx-save-format-community,8,3
109,Memento Mosca,Memento Mosca,mhxx-dex-1.0+mhxx-save-format-community,8,3
110,Research Horn,Research Horn,mhxx-dex-1.0+mhxx-save-format-community,6,5
111,Elder Horn,Elder Horn,mhxx-dex-1.0+mhxx-save-format-community,8,3
