id,name,english,source,rarity,max_level
56,Nocturnal Falx,Nocturnal Falx,mhxx-dex-1.0+mhxx-save-format-community,2,9
57,Verdant Wing,Verdant Wing,mhxx-dex-1.0+mhxx-save-format-community,3,9
58,Giant's Slicer,Giant's Slicer,mhxx-dex-1.0+mhxx-save-format-community,3,9
59,Hanayako Yohino,Hanayako Yohino,mhxx-dex-1.0+mhxx-save-format-community,3,9
60,Scorching Blazer,Scorching Blazer,mhxx-dex-1.0+mhxx-save-format-community,3,9
61,Schattenstolz,Schattenstolz,mhxx-dex-1.0+mhxx-save-format-community,3,7
62,L'Apothéose,L'Apothéose,mhxx-dex-1.0+mhxx-save-format-community,3,8
63,Kirin Thundersword,Kirin Thundersword,mhxx-dex-1.0+mhxx-save-format-community,3,8
64,Grand Shamshir,Grand Shamshir,mhxx-dex-1.0+mhxx-save-format-community,3,6
65,Demon Rod,Demon Rod,mhxx-dex-1.0+mhxx-save-format-community,6,6
66,Demonlord Club,Demonlord Club,mhxx-dex-1.0+mhxx-save-format-community,7,5
67,Berserker Sword,Berserker Sword,mhxx-dex-1.0+mhxx-save-format-community,6,5
68,Consummate Blade,Consummate Blade,mhxx-dex-1.0+mhxx-save-format-community,7,5
69,Skeletal Great Sword,Skeletal Great Sword,mhxx-dex-1.0+mhxx-save-format-community,3,7
70,Astral Leo,Astral Leo,mhxx-dex-1.0+mhxx-save-format-community,7,5
71,Akantor Broadsword,Akantor Broadsword,mhxx-dex-1.0+mhxx-save-format-community,7,5
72,Ukanlos Destructor,Ukanlos Destructor,mhxx-dex-1.0+mhxx-save-format-community,7,5
73,Alatreon Great Sword,Alatreon Great Sword,mhxx-dex-1.0+mhxx-save-format-community,7,5
74,Roilcloud Sword,Roilcloud Sword,mhxx-dex-1.0+mhxx-save-format-community,7,5
75,Rusted Great Sword,Rusted Great Sword,mhxx-dex-1.0+mhxx-save-format-community,1,3
76,Ancient Blade,Ancient Blade,mhxx-dex-1.0+mhxx-save-format-community,3,6
77,Icesteel Edge,Icesteel Edge,mhxx-dex-1.0+mhxx-save-format-community,3,6
78,Worn Great Sword,Worn Great Sword,mhxx-dex-1.0+mhxx-save-format-community,4,7
79,Epitaph Blade,Epitaph Blade,mhxx-dex-1.0+mhxx-save-format-community,6,5
80,Teostra Blade,Teostra Blade,mhxx-dex-1.0+mhxx-save-format-community,7,5
81,Vulcanis,Vulcanis,mhxx-dex-1.0+mhxx-save-format-community,2,8
82,Black Blade,Black Blade,mhxx-dex-1.0+mhxx-save-format-community,3,7
83,Yukumo Edge,Yukumo Edge,mhxx-dex-1.0+mhxx-save-format-community,1,8
84,Yukumo Pure Edge,Yukumo Pure Edge,mhxx-dex-1.0+mhxx-save-format-community,3,6
85,Larisaber,Larisaber,mhxx-dex-1.0+mhxx-save-format-community,2,6
86,Cheese Mixer,Cheese Mixer,mhxx-dex-1.0+mhxx-save-format-community,2,7
87,Autumn Umbrella,Autumn Umbrella,mhxx-dex-1.0+mhxx-save-format-community,6,5
88,Frozen Speartuna,Frozen Speartuna,mhxx-dex-1.0+mhxx-save-format-community,2,7
89,Wyvern's Perch,Wyvern's Perch,mhxx-dex-1.0+mhxx-save-format-community,2,6
90,Aloe Blade,Aloe Blade,mhxx-dex-1.0+mhxx-save-format-community,3,6
91,Cat's Soul,Cat's Soul,mhxx-dex-1.0+mhxx-save-format-community,4,5
92,El Dora Blade,El Dora Blade,mhxx-dex-1.0+mhxx-save-format-community,2,7
93,Black Belt Blade,Black Belt Blade,mhxx-dex-1.0+mhxx-save-format-community,3,6
94,Expert Blade,Expert Blade,mhxx-dex-1.0+mhxx-save-format-community,6,5
95,Eostoclad,Eostoclad,mhxx-dex-1.0+mhxx-save-format-community,11,15
96,Stonefist Pincer,Stonefist Pincer,mhxx-dex-1.0+mhxx-save-format-community,11,15
97,Royal Blade,Royal Blade,mhxx-dex-1.0+mhxx-save-format-community,11,15
98,Demon Knife,Demon Knife,mhxx-dex-1.0+mhxx-save-format-community,11,15
99,Blazing Squall,Blazing Squall,mhxx-dex-1.0+mhxx-save-format-community,11,15
100,Grobowall,Grobowall,mhxx-dex-1.0+mhxx-save-format-community,11,15
101,Sentoryo Calamity,Sentoryo Calamity,mhxx-dex-1.0+mhxx-save-format-community,11,15
102,Flamelord Wing,Flamelord Wing,mhxx-dex-1.0+mhxx-save-format-community,11,15
103,Thunderlord Gekirai,Thunderlord Gekirai,mhxx-dex-1.0+mhxx-save-format-community,11,15
104,Rudra Jawblade,Rudra Jawblade,mhxx-dex-1.0+mhxx-save-format-community,11,15
105,Crisped Blazer,Crisped Blazer,mhxx-dex-1.0+mhxx-save-format-community,11,15
106,Fox Blade,Fox Blade,mhxx-dex-1.0+mhxx-save-format-community,6,5
107,Captain Blade J,Captain Blade J,mhxx-dex-1.0+mhxx-save-format-community,6,5
108,Amol Saiqa,Amol Saiqa,mhxx-dex-1.0+mhxx-save-format-community,6,5
109,Chivalry,Chivalry,mhxx-dex-1.0+mhxx-save-format-community,6,5
110,G Blade,G Blade,mhxx-dex-1.0+mhxx-save-format-community,6,5
111,Gold Great Sword,Gold Great Sword,mhxx-dex-1.0+mhxx-save-format-community,10,3
112,Silverwing Great Sword,Silverwing Great Sword,mhxx-dex-1.0+mhxx-save-format-community,7,6
113,Zephra Wing,Zephra Wing,mhxx-dex-1.0+mhxx-save-format-community,11,5
114,Yaezakura,Yaezakura,mhxx-dex-1.0+mhxx-save-format-community,11,5
115,Elderfrost Great Sword,Elderfrost Great Sword,mhxx-dex-1.0+mhxx-save-format-community,11,5
116,Massacre Blade,Massacre Blade,mhxx-dex-1.0+mhxx-save-format-community,11,5
117,Razor Cleaver,Razor Cleaver,mhxx-dex-1.0+mhxx-save-format-community,11,5
118,Cloaked Blade,Cloaked Blade,mhxx-dex-1.0+mhxx-save-format-community,11,5
119,Dragonslayer,Dragonslayer,mhxx-dex-1.0+mhxx-save-format-community,10,3
120,Fatalis Fireblade,Fatalis Fireblade,mhxx-dex-1.0+mhxx-save-format-community,10,3
121,Fatalis Ancestor,Fatalis Ancestor,mhxx-dex-1.0+mhxx-save-format-community,10,3
122,Lightbreak Blade,Lightbreak Blade,mhxx-dex-1.0+mhxx-save-format-community,10,3
123,Licht/Ombre,Licht/Ombre,mhxx-dex-1.0+mhxx-save-format-community,10,3
124,Quarrel Hornsword,Quarrel Hornsword,mhxx-dex-1.0+mhxx-save-format-community,6,5
125,Icicle Fang,Icicle Fang,mhxx-dex-1.0+mhxx-save-format-community,5,5
126,Carapace Sword,Carapace Sword,mhxx-dex-1.0+mhxx-save-format-community,4,6
127,Immane Blade,Immane Blade,mhxx-dex-1.0+mhxx-save-format-community,4,6
128,Scylla Blade,Scylla Blade,mhxx-dex-1.0+mhxx-save-format-community,8,3
129,Reddnaught,Reddnaught,mhxx-dex-1.0+mhxx-save-format-community,9,3
130,Research Great Sword,Research Great Sword,mhxx-dex-1.0+mhxx-save-format-community,6,5
131,Viking Hornsword,Viking Hornsword,mhxx-dex-1.0+mhxx-save-format-community,9,3
132,Palette Knife,Palette Knife,mhxx-dex-1.0+mhxx-save-format-community,8,3
133,Elder Blade,Elder Blade,mhxx-dex-1.0+mhxx-save-format-community,8,3
134,Clero Blade,Clero Blade,mhxx-dex-1.0+mhxx-save-format-community,4,6
135,Drifter's Sword,Drifter's Sword,mhxx-dex-1.0+mhxx-save-format-community,9,3
136,Garo Sword,Garo Sword,mhxx-dex-1.0+mhxx-save-format-community,9,3
