id,name,english,source,slot_cost
2676,制水珠【1】,Nul-Water Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2677,耐雷珠【1】,ThunderRes Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2678,制雷珠【1】,Nul-Thundr Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2679,耐冰珠【1】,Ice Res Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2680,制冰珠【1】,Nul-Ice Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2681,耐龙珠【1】,Dragon Res Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2682,制龙珠【1】,Nul-Dragon Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2683,属耐珠【1】,Resistor Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2684,属耐珠【3】,Resistor Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2685,火炎珠【1】,Blaze Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2686,火炎珠【2】,Blaze Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2687,流水珠【1】,Stream Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2688,流水珠【2】,Stream Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2689,雷光珠【1】,Bolt Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2690,雷光珠【2】,Bolt Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2691,结冰珠【1】,Frost Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2692,结冰珠【2】,Frost Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2693,破龙珠【1】,Dragon Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2694,破龙珠【2】,Dragon Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2695,属攻珠【1】,Element Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2696,属攻珠【3】,Element Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2697,特攻珠【1】,Disabler Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2698,特攻珠【2】,Disabler Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2699,打磨珠【1】,Grinder Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2700,匠珠【1】,Handicraft Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2701,匠珠【3】,Handicraft Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2702,斩铁珠【1】,Razor Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2703,斩铁珠【3】,Razor Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2704,剑豪珠【1】,Fencer Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2705,剑豪珠【3】,Fencer Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2706,刚刃珠【1】,Sharp Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2707,刚刃珠【3】,Sharp Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2708,钝器珠【1】,Blunt Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2709,钝器珠【2】,Blunt Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2710,拔刀珠【1】,Draw Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2711,拔刀珠【2】,Draw Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2712,拔打珠【1】,Gambit Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2713,拔打珠【3】,Gambit Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2714,速纳珠【1】,Sheath Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2715,速纳珠【2】,Sheath Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2716,收磨珠【1】,Razor Sheath Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2717,DUMMY珠1,DUMMY Jewel 1,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,1
2718,DUMMY珠2,DUMMY Jewel 2,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,1
2719,刃鳞珠【1】,Bladescale Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2720,DUMMY珠3,DUMMY Jewel 3,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,1
2721,刃鳞珠【3】,Bladescale Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2722,早填珠【1】,Quickload Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2723,早填珠【2】,Quickload Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2724,抑反珠【1】,Absorber Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2725,抑反珠【3】,Absorber Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2726,点射珠【1】,Sniper Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2727,强弹珠【1】,Forceshot Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2728,强弹珠【3】,Forceshot Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2729,贯穿珠【1】,Pierce Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2730,贯穿珠【3】,Pierce Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2731,散弹珠【1】,Pellet Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2732,散弹珠【3】,Pellet Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2733,重弹珠【1】,Heavyshot Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2734,重弹珠【3】,Heavyshot Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2735,加弹珠【1】,ShotPlus Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2736,加弹珠【2】,ShotPlus Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2737,加贯珠【1】,PiercePlus Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2738,加散珠【1】,PelletPlus Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2739,加榴珠【1】,CragPlus Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2740,加扩珠【1】,ClustPlus Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2741,加扩珠【3】,ClustPlus Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2742,毒瓶珠【1】,Poisoncoat Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2743,痹瓶珠【1】,Paracoat Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2744,痹瓶珠【2】,Paracoat Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2745,眠瓶珠【1】,Sleep Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2746,强瓶珠【1】,Powercoat Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2747,强瓶珠【2】,Powercoat Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2748,属瓶珠【1】,Elemcoat Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2749,属瓶珠【2】,Elemcoat Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2750,接瓶珠【1】,Rangecoat Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2751,减瓶珠【1】,Draincoat Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2752,爆瓶珠【1】,Blastcoat Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2753,速射珠【1】,Salvo Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2754,速射珠【3】,Salvo Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2755,射法珠【1】,Precise Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2756,射法珠【2】,Precise Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2757,装填珠【1】,Capacity Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2758,装填珠【3】,Capacity Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2759,变射珠【1】,Irregular Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2760,省弹珠【1】,Thrift Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2761,省弹珠【2】,Thrift Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2762,达人珠【1】,Expert Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2763,达人珠【2】,Expert Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2764,达人珠【3】,Expert Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2765,痛击珠【1】,Tenderizer Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2766,痛击珠【3】,Tenderizer Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2767,连击珠【1】,Chain Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2768,连击珠【3】,Chain Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2769,特会珠【1】,Crit Status Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2770,特会珠【2】,Crit Status Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2771,属会珠【1】,CritElementJwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2772,属会珠【2】,CritElementJwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2773,会心珠【1】,Critical Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2774,会心珠【3】,Critical Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2775,意外会心珠【1】,Negative Crit Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2776,DUMMY珠4,DUMMY Jewel 4,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,1
2777,意外会心珠【3】,Negative Crit Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2778,缩短珠【1】,Charger Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2779,缩短珠【3】,Charger Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2780,狂奔珠【1】,Sprinter Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2781,狂奔珠【3】,Sprinter Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2782,体术珠【1】,Physique Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2783,体术珠【2】,Physique Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2784,早气珠【1】,Refresh Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2785,早气珠【2】,Refresh Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2786,长跑珠【1】,Distance Runner Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2787,长跑珠【2】,Distance Runner Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2788,DUMMY珠5,DUMMY Jewel 5,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,1
2789,闪避珠【1】,Evasion Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2790,闪避珠【2】,Evasion Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2791,跳跃珠【1】,Jumping Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2792,跳跃珠【3】,Jumping Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2793,泡沫珠【1】,Bubble Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2794,泡沫珠【3】,Bubble Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2795,铁壁珠【1】,Ironwall Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2796,铁壁珠【2】,Ironwall Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2797,强壁珠【1】,Shield Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2798,强壁珠【2】,Shield Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2799,KO珠【1】,KO Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2800,KO珠【2】,KO Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2801,夺气珠【1】,Drain Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2802,夺气珠【2】,Drain Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2803,鼓笛珠【1】,Sonorous Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2804,炮术珠【1】,Artillery Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2805,重击珠【1】,Destroyer Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2806,重击珠【3】,Destroyer Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2807,爆师珠【1】,Bombardier Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2808,全开珠【1】,Throttle Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2809,全开珠【2】,Throttle Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2810,斗魂珠【1】,Spirit Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2811,斗魂珠【2】,Spirit Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2812,无伤珠【1】,Flawless Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2813,无伤珠【2】,Flawless Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2814,好机珠【1】,Favor Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2815,良机珠【3】,Favor Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2816,龙气珠【1】,Dragon Spirit Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2817,DUMMY珠6,DUMMY Jewel 6,mhxx-romfs-game-array+mhxx-save-format-community+mhxx-romfs-native-table,1
2818,龙气珠【3】,Dragon Spirit Jwl 3,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,3
2819,潜力珠【1】,Potential Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2820,潜力珠【2】,Potential Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2821,逆境珠【1】,Fortitude Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2822,逆境珠【2】,Fortitude Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2823,暴怒珠【1】,Furor Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
2824,暴怒珠【2】,Furor Jwl 2,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,2
2825,绝境珠【1】,Crisis Jwl 1,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community+mhxx-romfs-native-table,1
