id,name,english,source,rarity,max_level
66,名为双鱼的白骸,Skeletal Sword,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,3,7
67,极星刀【双鱼】,Astral Pisces,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7,5
68,霸刀刀神,Akantor Katana,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7,5
69,崩太刀碎海,Ukanlos Slicer,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7,5
70,漆黑爪,Dark Claw,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7,5
71,凶刀【催花雨】,Ominous Spring,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7,5
72,严重风化的太刀,Worn Long Sword,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4,7
73,忘却,Oblivion,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6,5
74,钢冰大刃,Icesteel Blade,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7,5
75,风之吞噬者,Windeater,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,2,7
76,黑镰,Black Scythe,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,3,7
77,结云之太刀,Yukumo Long Sword,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,1,8
78,真结云太刀,Yukumo Puresword,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,3,6
79,奶酪刀,Cheese Knife,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,2,7
80,云羊鹿杖,Moofah Staff,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,2,6
81,大长老太刀,Centenarian Dagger,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6,5
82,冲击之剑,Great Hornfly Saber,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,2,6
83,南蛮刀,Barbarian Blade,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6,5
84,太刀鱼太刀,Hairtail's Hairblade,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,3,6
85,绝望,Cawscythe,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,3,7
86,红熊薙,Crimson Maw,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,15
87,黑兔刃,Ebon Rabbit,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,15
88,蟹纹大镰刀,Stonefist Cutter,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,15
89,涡纹鬼怀刀,Demon Swirl,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,15
90,疾风马刀,Nightfall Saber,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,15
91,宝缠剑叉,Geode Saber,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,15
92,大刀【祸】,Daito Calamity,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,15
93,飞龙刀【玄】,Tomb Saber,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,15
94,金狼刀雷切,Thunderlord Raikiri,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,15
95,暴风神巨刃,Seize Cutter,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,15
96,爆焰太刀,Blazing Ognar,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,15
97,火狐冠毛,Fox Select,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6,5
98,闪光之力,Light Works,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6,5
99,海盗J之剑,Pirate Sword J,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6,5
100,星光之门,Starlight Gate,mhxx-romfs-game-array+mhxx-reviewed-game-only-translation,0,5
101,审判之翼,Wing of Judgment,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6,5
102,fan club热血指导竹刀,Fan Club Bamboo Rod,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6,5
103,宝镰之金属器,Goldscythe,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,10,3
104,银翼太刀,Silverwing Long Sword,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7,6
105,飞龙刀【刚玉】,"Wyvern Blade ""Corund""",mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,5
106,天眼刀･云散雾消,Unsan Musho,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,5
107,银峰刀,Elderfrost Long Sword,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,5
108,铠裂太刀,Razor Splitter,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,5
109,胧隐太刀,Cloaked Baron,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,5
110,龙刀【焰】,Burning Dragonsword,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,10,3
111,红龙大镰【死神】,Fatalis Scythe,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,10,3
112,祖龙巨镰,Fatalis Ascencia,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,10,3
113,碎光晓刀,Lightbreak Edge,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,10,3
114,邪恶or正义,Übel/Equité,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,10,3
115,巨岩重刀,Gigant Makra,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4,6
116,冰牙朱红刃,Bastine Edge,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5,5
117,血泪,Blood Cry,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4,6
118,出色血刃,Noble Blood Cry,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,8,3
119,恶棍之王,Roguemaster,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,8,3
120,南风,Notos,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,8,3
121,王牙刀【奔雷】,Despot's Boltrunner,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,9,3
122,测定未解之太刀,Research Saber,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6,5
123,蓝喵刀,Rushin' Blue,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,8,3
124,长者马刀,Elder Saber,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,8,3
125,测天图,Urano Metria,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,9,3
126,气焰太刀,Flame Katana,mhxx-romfs-game-array+mhxx-reviewed-game-only-translation,0,5
