id,name,english,source,rarity,max_level
50,巨兽弦琴,Giant's Koto,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,3,9
51,狐铃【无言亦无声】,Poetic Bell,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,3,9
52,灼炎狩猎笛,Hell Horn,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,3,9
53,音色of哭号,Kummerklang,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,3,7
54,THE安魂曲,La Sépulture,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,3,8
55,占卜陶笛,Blessed Ocarina,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,3,6
56,炎王之弦,Teostra's Tiple,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,3,6
57,电电太鼓,Denden Daiko,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6,6
58,名为处女的白骸,Skeletal Melody,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,3,7
59,极星笛【处女】,Polaris Wraith,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7,5
60,霸笛音神,Akantor Horn,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7,5
61,崩笛倾听世界崩坍,Ukanlos Horned Flute,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7,5
62,凶琴【秋岚】,Autumn Lute,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7,5
63,严重风化的狩猎笛,Worn Horn,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4,7
64,未来音乐盒,Avenir's Music Box,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6,5
65,钢龙狩猎笛,Daora's Taus,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7,5
66,黑鲁特琴,Black Lute,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,3,7
67,结云之笛,Yukumo Flute,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,1,8
68,真结云笛,Yukumo Pureflute,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,3,6
69,贝鲁纳钟,Bherna Chime,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,2,6
70,飞艇号角,Airship Horn,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,2,6
71,青蛙笛,Handmade Frog,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,2,6
72,魔幻笛,Magia Charm,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,2,6
73,波浪贝笛,Swell Shell,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,2,6
74,蕨类之风,Azumand Wind,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,3,6
75,龙之轰吼,Poison Fungasax,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,2,7
76,蜘蛛琴,Cornupion,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,3,7
77,红锣【壹之薙】,Crimson Horn,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,15
78,紫毒姬之笛,Royal Horn,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,15
79,鬼面鸣门木鱼,Pierce Horn,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,15
80,疾风狩猎笛,Nightfall Horn,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,15
81,宝缠之笛,Geode Horn,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,15
82,三味线【祸】,Hardened Horn,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,15
83,黑炎王狩猎笛,Tomb Horn,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,15
84,金狼琴轰雷,Raiden Horn,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,15
85,暴风神锣笛,Seize Horn,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,15
86,爆焰狩猎笛,Magma Horn,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,15
87,闪电之力,Blitz Works,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6,5
88,懒蛋蛋平底锅,Gudetama Frying Pan,mhxx-romfs-game-array+mhxx-reviewed-game-only-translation,0,5
89,应援团笛【百万分贝】,Megaphone,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6,5
90,宝笛之金属器,Goldhorn,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,10,3
91,银翼拍笛,Silverwing Horn,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7,6
92,青电主笛,Zephra Glide,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,5
93,天眼铃･千里结言,Vagrant's Itinerary,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,5
94,银峰弦琴,Elderfrost Lute,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,5
95,铠裂笛,Razor Castanet,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,5
96,胧隐笛,Cloaked Lyre,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11,5
97,红龙笛【血魂】,Fatalis Firelied,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,10,3
98,祖龙谎言,Old Fatalis Lied,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,10,3
99,碎光阳铃,Lightbreak Timbre,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,10,3
100,欢笑or哭泣,Lache/Sanglot,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,10,3
101,岩龙贝斯,Basarios Rock,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4,5
102,火山摇滚演唱会,Volcanic Rock,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,8,3
103,邦哥战鼓,War Bongo,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5,6
104,刮壶打击笛,Bariguiro,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,5,5
105,土砂笙【战之音】,Sandpipe,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4,5
106,岩石笙【越之音】,Sandsinger,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,8,3
107,战鼓,War Drum,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,4,5
108,皇家琉璃铃,Glass Royale,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,8,3
109,首航纪念之莫斯卡,Memento Mosca,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,8,3
110,响彻未解之笛,Research Horn,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,6,5
111,长者之笛,Elder Horn,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,8,3
