id,name,english,source,rarity
203,凶猫刀【沙丁云】,F Cursed Cloud,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
204,煌黑龙猫镰,F Escador Scythe,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
205,猛泡狐龙猫花伞,F Mizutsune Parasol R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
206,猛电龙猫枪,F Astalos Spear R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
207,猛巨猫杖,F Enormews Staff R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
208,猛灼炎之喵剑,F Scorching Blade R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
209,猛炎戈龙猫长枪,F Agnaktor Lance R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
210,猛灯笼of喵喵,F Katzenlampe R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
211,猛千刃龙猫斧,F Seregios Edge R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
212,猛尾锤龙猫斧,F Duram Axe R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
213,猛轰龙猫轰锤,F Tigrex Whammer R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
214,猛碎龙猫拳,F Brachy Punch R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
215,猛金色猫机关,F Golden Gadget R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
216,猛恐暴龙猫暴锤,F Deviljho Mace R,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,7
217,异形猫锤,F Strange Hammer,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
218,异形S猫锤,F Strange Hammer S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
219,红盔猫狼牙棒,F Redhelm Mace,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
220,红盔S猫狼牙棒,F Redhelm Mace S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
221,大雪主猫棍,F Snowbaron Stick,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
222,大雪主S猫棍,F Snowbaron Stick S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
223,矛碎猫钳,F Stonefist Shears,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
224,矛碎S猫钳,F Stonefist Shears S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
225,紫毒姬猫细剑,F Dreadqueen Rapier,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
226,紫毒姬S猫细剑,F Dreadqueen Rapier S,mhxx-romfs-game-array+mhxx-dex-1.0+mhxx-save-format-community,11
